TAX	SRR17301512	SRR17301513	SRR17301514	SRR17301515	SRR17301516	SRR17301517	SRR17301518	SRR17301519	SRR17301520	SRR17301521	SRR17301522	SRR17301523	SRR17301524	SRR17301525	SRR17301526	SRR17301527	SRR17301528	SRR17301529	SRR17301530	SRR17301531	SRR17301532	SRR17301533	SRR17301534	SRR17301535	SRR17301536	SRR17301537	SRR17301538	SRR17301539	SRR17301540	SRR17301541	SRR17301542	SRR17301543	SRR17301544	SRR17301545	SRR17301546	SRR17301547	SRR17301548	SRR17301549	SRR17301550	SRR17301551	SRR17301552	SRR17301553	SRR17301554	SRR17301555	SRR17301556	SRR17301557	SRR17301558	SRR17301559	SRR17301560	SRR17301561	SRR8849198	SRR8849199	SRR8849200	SRR8849201	SRR8849202	SRR8849203	SRR8849204	SRR8849205	SRR8849206	SRR8849207	SRR8849208	SRR8849209	SRR8849210	SRR8849211	SRR8849212	SRR8849213	SRR8849214	SRR8849215	SRR8849216	SRR8849217	SRR8849218	SRR8849220	SRR8849221	SRR8849222	SRR8849223	SRR8849224	SRR8849225	SRR8849226	SRR8849227	SRR8849228	SRR8849229	SRR8849230	SRR8849231	SRR8849232	SRR8849233	SRR8849234	SRR8849235	SRR8849236	SRR8849237	SRR8849238	SRR8849239	SRR8849240	SRR8849241	SRR8849242	SRR8849243	SRR8849244	SRR8849245	SRR8849246	SRR8849247	SRR8849248	SRR8849249	SRR8849250	SRR8849251	SRR8849252	SRR8849253	SRR8849254	SRR8849255	SRR8849256	SRR8849257	SRR8849258	SRR8849259	SRR8849260	SRR8849261	SRR8849262	SRR8849263	SRR8849264	SRR8849265	SRR8849266	SRR8849267	SRR8849268	SRR8849269	SRR8849270	SRR8849271	SRR8849272	SRR8849273	SRR8849274	SRR8849275	SRR8849276	SRR8849277	SRR8849278	SRR8849279	SRR8849280	SRR8849281	SRR8849282	SRR8849283	SRR8849284	SRR8849285	SRR8849286	SRR8849287	SRR8849288	SRR8849289	SRR8849290	SRR9330774	SRR9330775	SRR9330776	SRR9330777	SRR9330778	SRR9330779	SRR9330780	SRR9330782	SRR9330783	SRR9330784	SRR9330785	SRR9330786	SRR9330787	SRR9330788	SRR9330789	SRR9330790	SRR9330791	SRR9330792	SRR9330793	SRR9330794	SRR9330795	SRR9330796	SRR9330797	SRR9330798	SRR9330799	SRR9330800	SRR9330801
GGB9767_SGB15384	0	0	0	0	0	0	0	0	0	0	0	0	0	2.11584	1.28587	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01525	0	0	0	0	0	0.00598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9102_SGB54310	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.10419	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_michiganensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.06922	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.21852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68712	0	0.00715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Roseburia_sp_AF02_12	0	0	0	0.02128	0	0	0	0	0.80093	0	0	0	0.00124	0	0	0	0	0	0	0	0	0	0.75486	0	0	0	0	0	0.01866	0.39216	0	0	0.0239	0	0	0.0556	0.005	0.01593	0	0	0.08625	0.32692	0	0	0	0.02473	0	0	0	0	0	0	0	0	0	0	0	0.00614	0	0	0	0	0.00104	0	0	0	0	0.01048	0	0.04622	0.0671	0	0.68524	0	0	0	0	0	0	0.93511	0.05343	0.02206	0	0.32804	1.1313	0	0.25085	0	0	0	0	0	0.02204	0	2.03217	0.01551	0	0.0658	0	0.00015	0.0138	0	0.0474	0.0896	0.01262	0.01632	0.00034	0	0.76956	0.49399	0.00947	0.04224	0	0.09855	0.00112	0	0	0.01479	0	0	0.18119	0	0.0581	0	0.02265	0	0	0.01059	0.56233	0.0023	0.37914	0	0	0	0.43847	0.00438	0.0041	0	0	0.02853	0	0	0	0.09915	0	0	0.00528	0	0.01806	0.00361	0	0	0.00534	0	0	0	0	0	0.00282	0	0	0.10679	0	0	0	0	0	0	0
Veillonella_parvula	0.00676	0.0273	0.00764	0	0	0.0012	0.00047	0	0	0.02176	0.22711	0	0.00838	0.00345	0.00144	0	0.01022	0	0.01035	0	2.02993	0.00515	0	0.00159	0.38345	0	0	0	0	0	0	0.00286	0	0.32398	0.08416	0	0	0	0.73136	0	0	0	0	0.34791	0.04392	0	0.00215	0	0	0.00069	0	0	0	0.02727	0.04185	0	0.62072	0.00267	0	0.03259	0.00083	0	1.78992	0	0.13084	0.13148	0	0	0.00192	0.00219	0.00409	0.10007	0	1.06621	0.14717	0.00177	0.10447	0	0.01132	0	0.02456	0	0	0	0	0	0.00586	0.08658	0.91059	0	0.39909	0	0.11409	0	0	0	0.013	0	0	0.01274	0.00612	0.05893	0.04491	0.01172	0	0	0.01277	0	0.04764	0.00558	0	0	0.01919	0.00052	0.01188	0	0.01961	0.00777	0	0	0	0.78456	0	0	0	0	0.00128	0	0.1006	0	0	0.27003	0.0559	0.18202	0.00204	0	0	0	0	0.03251	0.01759	0	0.03333	0.29537	0	0.03185	0	0	0	0	0	0.00096	0	0	0	0	0.00306	0.00247	0.01791	1.74338	0	0	0.00027	0.00337	0	0.00037	0	0.01701	0
Enterocloster_aldenensis	0	0	0.57136	0.02729	2.01818	0.00469	0.06118	0	0	0	0	0	0	0.00562	0.00997	0.04524	0	0	0	0	0.01919	0.01433	0	0.09077	0.05156	0	0.11994	0	0.00448	0	0.0424	0	0	0	0.12375	0	0	0	0.08394	0	0	0	0	0.01467	0.23843	0	0	0.00063	0.0016	0	0	0	0	0.03941	0	0	0.93496	0	0.03097	0.39409	0.00972	0	0.00024	0.00764	0	0.05669	0.02634	0.00767	0	0	0	0	0	0.02454	0	0	0.02061	9e-05	0	0.00014	0	0	9e-05	0.01282	0	0.03974	0.0505	0	0.0614	0	0	0.1067	0	0.00367	0	0.00826	0.00608	0.01293	0	0.00431	0	0	0	0	0.00364	0	0.00361	0.02112	0	0	0	0.02416	0	0.0034	0	0	0	0	0	0.00068	0	1.72685	0	0.00082	0.01579	0	0	0	0	0	0.01001	0	0.0022	0	0	0	0	0	0.00249	0	0.00049	0.17814	0.33616	0	0	0	0	0	0.06131	0	0	0	0	0	0	0.00338	0	0.00329	0.00444	0	0	0	0	0	0.00515	0	0	0	0.00033
GGB4699_SGB6503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03695	0	0	0.00442	0	0.52613	2.01738	0	0	0.11675	0	0	0	0.11189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB9642_SGB15119	0	0	0	0	0	0	0	0	0	0	1.43281	0	1.12555	0	0	0	0	0	0.10816	0	0	0	1.99794	0	0	0	0	0	0	0	0	0	0	0	0	0.36369	0	0	0	1.81163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05082	0	0.0224	0	0	0.05031	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05419	0	0.25937	0	0	0	0	0	0	0	0.07361	0	0	0	0	0	0	0	0.14213	0	0	0	0.05776	0	0	0	0.10117	0	0	0	0	0	0	0	0	0	0	0	0	0.06032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09978	0.02189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00059
Faecalibacillus_faecis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.99397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.47379	0	0	0	0	0	0	0	0	0.4641	0	0	0	0	0	0	0	0	0	0.28529	0	0	0	0	0	0.04633	0	0	0.07026	0.02597	0.1076	1.2704	0.02732	0.01541	0	0.00166	0	0	0	0.00773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.54538	0.12114	0	0	0	0	0	0	1.647	0.12692	0	0.00164	0	0.11818	0.00588	0	0	0.2942	0	0	0.81155	0	0	0	0	0.42349	0	0.13602	0.01399	0.30256	0	0	0.01274	0.01004	0	0	0	0	0	0	0	0.62921	0	0	0	0.06416	0.11211	0	0	0	0.46176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB4659_SGB6447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10463	0	0	0	0	0	0.25979	1.45391	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.98299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Paraprevotella_xylaniphila	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10364	0	0	0	1.97852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00361	0.07261	0	0	0	0	0	0.09696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.20398	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.8886	0	0	0	0	0	0	0.87728	1.60663	0	0	0	0	0	0	0	0	0	0
GGB9469_SGB14863	0	0	1.97306	0	0	0	0	0	0	0	0	0	0	0.16636	0.08252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.08012	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.041	0	0	0	0	0	0	0.0038	7e-05	0	0	0	0	0	0	0	0	0	0	0	0.13422	0	0	0.00354	0	0	0	0	0	0	0	0	0.00029	0	0	0	0	0.04392	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_glucerasea	0.07629	0	0	0.10517	0	0	0	0.02178	0.43822	0.12853	0	0.03396	0.01862	0.07006	0.05743	0.17714	0.02905	0	0.04971	0.1793	0.05651	0.0183	0.07732	1.80948	0	0.02484	0	0	0	0.096	0	0.00104	0.77673	0	0	0.14361	0.10843	0	0.08681	0	0.3332	0.13148	0.00281	0	0	0.46209	1.95485	0.0211	1.03236	0.30826	0	0	0	0	0.06746	0.00343	0	0.00551	0.07265	0	0.14162	0	0.00513	0.04919	0	0.00125	0	0.01435	0.02554	0.00089	0	0	0.00825	0	0.00139	0.0104	0.00112	0	0.12406	0.00418	0.13782	0	0.00225	0	0.01833	0.00187	0.80255	0.06735	0.02362	0	0	0	0.04422	0	0.00364	0.01031	0.03667	0.07656	0.34148	0.01275	0.44982	0.00081	0.08314	0.00141	0.00386	0	0.00558	0.00447	0.01365	0.16307	0	0	0.0233	0.07809	0.06841	0	0.1079	0.00144	0.03628	0.02158	0.01387	0	0	0.00601	7e-05	0	0.18912	0.04365	0.07819	0.02067	0.19889	0.0156	0.00444	0	0.01259	0.03362	0	0	0.00177	0.03826	0.05114	0.01679	0	0	0	0	0.00291	0	0.0124	0	0	0	0	0	0.10934	0.00371	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridium_SGB6173	0	0	0	0	0	0	0	0	0	0.00839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01178	0	0	0.05261	0.00543	0.04067	0	0	0.00062	0.09988	0	0	0	0	0	0.04032	0	0	0	0	0	0	0	0	0	0	0	1.95224	0	0	0	0	0	0	0	0	0	0	0	0	0.10734	0	0	0	0	0	0	0	0	0.0098	0	0	0.00825	0	0	0	0	0	0	0	0	0	0	0	0	0.04337	0	0	0.00024	0	0	0	0	0	7e-05	0	0	0	0	0	0	0.11312	0	0	0	0	0	0	0	0	0	0.03886	0	0	0	0.00058	0	0	0	0	0	0	0	0	0.00607	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB3619_SGB4894	0.09476	0	0	0	0	0	0	0.06603	0	0.11605	0	0	0	0.01747	0.02693	0	0	0	0	0.00237	0	0.00083	0	0	0	0	0	0	0	0	0	0	0.01314	0	0	0.83205	0.29993	0	0	0	0.00158	0.12241	0	0	0	0.71101	0	0	0	0.22418	0	0.01235	0	0	0	0	0	0	0	0	0	0	0	0.00122	0	0	0	0.0376	0	0.25081	1.64577	0	0	0	0	0	0	0.01553	0	0.01735	0.00165	0	0	0	0.0733	0	0	0	0	0.10621	0	0	0.00031	0	0.04175	0.02381	0	0	0.1062	0	0.00672	0	0.10303	1.94995	0.03438	0	0	0.15998	0.09723	0	0	0	0	0	0	0	0	0.04777	0	0.02584	0.35392	0	0.0147	0	0.09422	0	0.01282	0.02929	0.00637	0	0	0.00044	0	0	0.00342	0.07102	0.02896	0	0.0018	0.0844	0	0	0	0.02074	0.1545	0	0	0	0	0.14245	0	0	0	0	0	0	0	0.98663	0.00063	0	0	0.01785	0	0	0	0	0	0	0
GGB9595_SGB15019	0	0	0	0	0	0	0	0	0	0	0	0	0.02765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.39335	0	0	0.14803	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.13285	0	0	0	0	0	0	0	0	0	0	0	0	0	0.06403	0	0	0	0	0	0.06448	0.49366	0	0.4715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.16456	0	0.01872	0.26427	0	0	0.02127	0	1.90174	0	0	0.63054	0	0	0.00075	0.035	0	0	1.22998	0	0	0	0	0	0	0	0	0	0	0	0.02288	0	0	0	0	0	0	0	0	0	0	0	0.08132	0	0	0	0	0	0	0	0	0.14736	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Klebsiella_quasipneumoniae	0.03283	0	0.00206	0	0	0.0032	0	0	0	0	0.00825	0.00214	0	0	0	0	0	0.00342	0.00091	0	0.1145	0	0	0	0.02948	0	0.09873	0	0	0	0	0	0.03114	0	0	0	0	0.01228	0	0	0	0	0.03196	0	0	0	1.89295	0	0	0.0885	0	0	0	0	0	0	0.06918	0	0	0	0.03915	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.68947	0	0	0	0	0	0	0	0	0	0	0	0.18453	0	0.06181	0.21749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00156	0.00129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.01259	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Eubacteriales_unclassified_SGB15150	0	0	1.8928	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00309	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00529	0.00068	0	0	0	0	0	0	0	0	0	0	0	0.00278	0.03538	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Clostridiales_bacterium_KLE1615	0	0	0	0.02089	0	0.07229	0	0	0.01075	0.10446	0	0.00599	0.00077	0	0	0.03523	0.09688	0	0.00696	0.06315	0.01971	0.03316	0.00937	0	0	0.00066	0	0	0.00436	0.0306	0	0	0.03371	0	0	0.00124	0.09658	0.09031	0	0.35547	0.01351	0	0.05698	0	0.83269	0.07857	0	0	0.01866	0.02421	0.03218	0.16744	0.14835	0.15495	0	0.08217	0	0.19144	0	0.20647	0.09742	0.10676	1.11955	0.04031	0.6312	0.31594	0.77881	0.95447	0.92583	0.19513	0.72508	0.0936	0.12692	0.05699	0.88705	0.0913	0.03762	0.07276	0.70843	0.0374	0.17376	0.59459	0.00019	1.76582	0.35855	0.08427	1.39559	0	0.25384	0.45653	0.17549	0.31679	0.1643	0.77796	0.18727	0.06974	0.86723	0	0.02691	0.4499	0.26648	0.23814	0.73172	0.74422	0.45594	0.1449	0.08274	0.67108	0.57806	0.58206	0.12317	0.73644	0.14508	0.07063	0.00286	0	0	0.03421	0	0.2831	0.43223	0	0.0665	0.36021	0.26847	0.06722	1.59622	0.15675	0.17269	0.00801	0.77841	1.89185	0	0.2399	0.50608	0.32741	0.24081	0.20739	0.12592	0.34177	0.28792	0.00301	0	0	0	0.01391	0.00295	0.00014	0.02834	0.29892	0.03264	0	0.04393	0	0.07433	0.14591	0.07018	0.00147	0	0	0	0	0	0	0.01971	0	0.00394	0.01615	0.08283
Alistipes_finegoldii	0.47839	0	0.24686	0	0	0.02081	0	0	0	0	0	0	0.01383	0.1996	0.17329	0	0.05673	0	0	0	0	0.01434	0.64377	0.04515	0	0	0	0	0	0.00723	0	0	0.01681	0	0	0.26853	0.00852	0	0	0.02122	0	0	0	0	0	0.40317	0	0.82292	0	0.0173	0.13628	0	0	0.04976	0	0	0.0065	0	0.34598	0	1.04883	0	0	0.00252	0	0	0.03819	0.05552	0	0.46532	0	0	0.13618	0	0	0	0	0.05704	0	0.0125	0	0.02736	0	0.06539	0.00096	0.0093	0.07513	0	0	0.21696	0	0	0	0	0.23331	0	0	0	0.20498	0	0	0.10125	0.01314	0	0.01329	0	0	0	0.05405	0	0	0.07314	0	0.06526	0	0	0	0	0.5676	0	0	0	0	0.2528	0	0	0.19005	0.01407	0	0	0.00075	0.01799	0.18558	0	0.00245	0.1539	0	0	0.05527	0	0.04234	0.02999	0	0.72917	0	0.04157	1.87807	0.00015	0.26646	0	0	1.55516	0	0	0.39985	0	0	0	0.79686	0	0	0.75436	0.02591	0.17442	0	0	0	0.98486	0
Clostridiaceae_unclassified_SGB15090	0.00752	0	0	0	0	0	0	0	0	0	1.86664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00547	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.03149	0.28363	0.93877	0	0	0	0	0	0	0	0	0.00213	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05893	0	0.03153	0	0	0	0	0	0	0.27415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.31933	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
GGB6012_SGB8640	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07331	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.85748	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Veillonella_dispar	0	0	0	0	0	0	0	0	0	0	0.00791	0	0.00108	0	0	0	0	0	0.00126	0	0.39988	0	0	0	0	0	0	0	0	0	0.00166	0	0	1.85139	0.01641	0	0	0	0	0	0	0	0	0.00091	0	0	0	0	0	0	0	0	0	0.05245	0	0	1.27028	0	0	0	0	0	1.25248	0	0.05701	0	0	0	0	0.07672	0	0.08361	0	1.2258	0.007	0	0.08844	0	0.02534	0	0.01261	0	0	0	0	0	0	0.05137	0	0	0	0	0.00269	0	0	0	0	0	0	0	0.00052	0.00593	0.15311	0.00063	0	0.00052	0	0	0.16544	0.01982	0	0	0	0	0	0	0.00789	0	0	0	0	0.0085	0.00274	0	0	0	0.00364	0	0.0108	0	0	0.15021	0	0.20109	0.03253	0	0	0	0	0.00222	0	0	0.00303	0.05405	0	0.00369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Lachnospiraceae_bacterium_OM04_12BH	0.04612	0	0	0	0	0	0	0	0	0.06031	0	0	0	0	0	0	0.13918	0	0	0	0	0	0	0	0	0.00544	0	0	0	0.19206	0	0	0.00221	0	0	0.01882	0	0	0	0	0	0	0	0	0	0.06272	0	0	0	0.1071	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00423	0	0.22405	1.45535	0	0	0	0.01058	0	0	0.01169	0	0	0	0.00222	0	0	0	0	0	0	0	0	0	0	0.00903	0	0.18147	0.04272	0	0	0.3151	0	0.00149	0	0.0029	1.84653	0.00206	0	0	0	0	0	0	0.03467	0	0	0	0	0	0.00192	0	0.00737	0	0	0.02112	0	0.04932	0	0.01412	0	0	0	0.02263	0.00692	0	0	0.01783	0	0	0.02677	0	0.00622	0	0	0	0.03705	0	0	0	0	0	0.03376	0	0	0	0	0	0	0	0	0.00042	0	0	0	0.00011	0	0	0	0	0	0
GGB9634_SGB15093	0.64283	0	0	0	0	0	0	0	0	0.17849	0	0	0.03441	0	0	0	1.49749	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.82818	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05174	0	0	0	0	0	0.02006	0	0	0	0	0	0	0	0.01692	0	0	0	0	0	0.50022	0.00935	0	0.0254	0	0	0	0	0	0	1.83576	0	0	0	0	0	0	0.02545	0	0	0.08462	0	0	0.17406	0	0.086	0.35577	0.00227	0	0.02211	0	0	0	0.11701	0.01058	0	0	0	0	0.09145	0	0	0	0.13896	0	0	0	0	0.17472	0.34205	0.02035	0	0	0	0	0.15312	0	0	0	0	0	0.32671	0	0	0	0.02766	0.03093	0	0	0	0.0402	0	0	0	0.00104	0.00142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Blautia_producta	0	0	0	0.0096	0.05137	0	0.84118	0.00603	0	0	0	0	0	0	0	0.04544	0	0.02647	0	0.05879	0.06626	0	0	0	0.03052	0	0.37964	0	0.00243	0	0.00207	0	0	1.23951	0	0	0	0.04676	1.83497	0	0.01456	0	0	1.74498	0	0	0	0.02483	0	0	0	0	0	0	0	0	0.0571	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00218	0	0	0	0	0	0	0	0	0	0	0	0.00058	0	0	0	0	0.0312	0	0	0.046	0.00477	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.07178	0	0	0	0	0	0	0	0	0
Parabacteroides_goldsteinii	0	0	0.36883	0	0	0	0.1382	0.00981	0	0	0.00849	0.00545	0	0.05279	0.06731	0	0	0	0	0.12309	0	0	0	0	0.00153	0	0	0	0.00429	0	0	0	0.00177	0	0	0	0	0.00388	0.00404	0	0.01917	0.05247	0	0	0	0.00041	0	0.03952	0.01928	0	0.00237	0	0	0.06545	0	0.03811	0	0	0	0	0.06142	0	0	0.00487	0.00101	0	0.01956	0.00033	0.00311	0.00091	0.05247	0	0	0	0	0	0	0	0	0	0.00231	0	0	0	0.0437	0.02491	0	0	0	0.07212	0	0	0.00061	0	0	0.0872	0	0	0.01937	0	0.0025	0.01107	0.08838	0.03315	0.01999	0	0	0.13963	0.00309	0	0	0	0.01617	0.01124	0	0	0	0.0184	0.05136	0	0.02525	0	0.19127	0.08384	0.04612	0	0	0	0	0	0	0	0	0	0.00522	0	0	0	0	0.10245	0.00519	1.2547	0	0.03593	0.07163	0.03178	0.21659	0.1063	0.00543	0.00026	0.04377	0.0749	0.09907	0	0.01099	0.00353	0	0.1828	1.05382	1.83167	0	0.30387	0	0.01528	0.05029	0	0	0	0.00142
GGB3281_SGB4335	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.9965	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.81462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.62172	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
